Test,Quick Sort,Merge Sort,Bubble Sort,Insertion Sort,Selection Sort
random_10,2.4080276489257812e-05,2.7179718017578125e-05,1.6450881958007812e-05,1.1444091796875e-05,1.4066696166992188e-05
random_500,0.0007903575897216797,0.001169443130493164,0.02520608901977539,0.012014627456665039,0.01923823356628418
